invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,vat,total,date,time,payment_method,cogs,gross_margin_pct,gross_income,rating
INV-5C238E36,C,Chicago,Member,Female,Home and lifestyle,266.44,7,93.25,1958.33,2024-05-15,16:41,Credit card,1305.56,33.33,652.77,7.4
INV-389DBCAB,B,Los Angeles,Member,Male,Food and beverages,23.13,10,11.56,242.86,2024-11-07,20:44,Credit card,161.91,33.33,80.95,4.2
INV-AD7EE5C7,B,Los Angeles,Member,Male,Sports and travel,131.92,5,32.98,692.58,2024-07-09,10:21,Credit card,461.72,33.33,230.86,5.9
INV-86AB2767,B,Los Angeles,Member,Male,Fashion accessories,52.07,8,20.83,437.39,2024-06-13,14:46,Credit card,291.59,33.33,145.8,7.6
INV-30F02827,A,New York,Member,Female,Fashion accessories,137.88,7,48.26,1013.42,2024-09-05,18:55,Credit card,675.61,33.33,337.81,8.9
INV-538AB520,C,Chicago,Member,Male,Food and beverages,36.93,7,12.93,271.44,2024-03-10,18:56,Ewallet,180.96,33.33,90.48,4.2
INV-CF684755,A,New York,Member,Male,Fashion accessories,14.63,1,0.73,15.36,2024-07-03,13:17,Credit card,10.24,33.33,5.12,8.9
INV-0FAB0F12,C,Chicago,Normal,Male,Sports and travel,31.88,6,9.56,200.84,2024-09-07,19:28,Cash,133.9,33.33,66.94,9.8
INV-B7CC89B5,B,Los Angeles,Normal,Female,Fashion accessories,127.27,5,31.82,668.17,2024-12-18,11:18,Cash,445.44,33.33,222.73,6.3
INV-C4EDE9C7,A,New York,Member,Male,Sports and travel,75.65,4,15.13,317.73,2024-05-17,20:26,Ewallet,211.82,33.33,105.91,4.1
INV-37943D4A,C,Chicago,Member,Female,Fashion accessories,100.63,10,50.31,1056.61,2024-01-05,13:16,Ewallet,704.41,33.33,352.2,8.8
INV-C6E78F47,B,Los Angeles,Normal,Female,Health and beauty,69.31,8,27.72,582.2,2024-05-09,13:29,Credit card,388.14,33.33,194.06,8.1
INV-4F2D6106,C,Chicago,Normal,Male,Electronic accessories,109.63,6,32.89,690.67,2024-10-14,20:38,Ewallet,460.45,33.33,230.22,5.7
INV-32C1F8ED,C,Chicago,Member,Female,Electronic accessories,77.21,5,19.3,405.35,2024-11-23,15:55,Credit card,270.23,33.33,135.12,5.6
INV-9EDF4A52,C,Chicago,Normal,Male,Fashion accessories,82.42,4,16.48,346.16,2024-01-30,19:25,Ewallet,230.78,33.33,115.38,5.9
INV-5AFC52C7,A,New York,Member,Female,Food and beverages,16.67,7,5.83,122.52,2024-07-26,16:47,Cash,81.68,33.33,40.84,7.5
INV-1419E6AF,C,Chicago,Member,Female,Sports and travel,185.51,9,83.48,1753.07,2024-11-22,17:58,Ewallet,1168.71,33.33,584.36,6.2
INV-DF6A090F,B,Los Angeles,Member,Male,Food and beverages,9.39,3,1.41,29.58,2024-05-12,18:48,Cash,19.72,33.33,9.86,9.7
INV-E81FE287,B,Los Angeles,Member,Male,Food and beverages,15.05,5,3.76,79.01,2024-08-03,15:23,Credit card,52.67,33.34,26.34,7.5
INV-A1288770,B,Los Angeles,Member,Female,Electronic accessories,175.28,10,87.64,1840.44,2024-10-24,19:04,Credit card,1226.96,33.33,613.48,9.3
INV-E74B55EA,C,Chicago,Member,Female,Home and lifestyle,103.54,1,5.18,108.72,2024-03-18,12:12,Credit card,72.48,33.33,36.24,6.5
INV-0F599B7A,C,Chicago,Normal,Male,Food and beverages,43.81,3,6.57,138.0,2024-02-11,17:21,Ewallet,92.0,33.33,46.0,9.9
INV-F8597E25,B,Los Angeles,Member,Male,Health and beauty,27.69,3,4.15,87.22,2024-10-22,12:31,Cash,58.15,33.33,29.07,4.8
INV-437715B8,B,Los Angeles,Normal,Female,Health and beauty,77.5,7,27.12,569.62,2024-01-03,10:34,Cash,379.75,33.33,189.87,8.4
INV-F1BD204C,A,New York,Normal,Male,Electronic accessories,140.2,4,28.04,588.84,2024-04-25,15:19,Cash,392.56,33.33,196.28,4.6
INV-93118BAA,C,Chicago,Normal,Male,Electronic accessories,167.41,5,41.85,878.9,2024-05-28,17:46,Ewallet,585.93,33.33,292.97,7.6
INV-5A678276,B,Los Angeles,Normal,Male,Food and beverages,49.83,8,19.93,418.57,2024-07-02,13:10,Credit card,279.05,33.33,139.52,4.1
INV-BC65DDEA,A,New York,Member,Male,Sports and travel,29.93,9,13.47,282.84,2024-03-27,11:23,Ewallet,188.56,33.33,94.28,7.9
INV-E4805DFA,A,New York,Normal,Female,Home and lifestyle,194.48,10,97.24,2042.04,2024-01-25,20:06,Ewallet,1361.36,33.33,680.68,9.0
INV-91D53FA6,A,New York,Member,Female,Health and beauty,35.38,9,15.92,334.34,2024-05-09,17:44,Cash,222.89,33.33,111.45,5.2
INV-3BCFB526,C,Chicago,Member,Female,Health and beauty,55.64,9,25.04,525.8,2024-05-18,19:38,Ewallet,350.53,33.33,175.27,4.8
INV-2FAB15FC,A,New York,Member,Female,Electronic accessories,160.18,8,64.07,1345.51,2024-04-11,19:12,Credit card,897.01,33.33,448.5,9.0
INV-23708C63,A,New York,Normal,Female,Food and beverages,12.22,9,5.5,115.48,2024-09-11,13:44,Credit card,76.99,33.33,38.49,6.0
INV-9698D72B,A,New York,Member,Male,Electronic accessories,169.52,8,67.81,1423.97,2024-03-17,11:49,Ewallet,949.31,33.33,474.66,4.5
INV-EE8F3E86,C,Chicago,Member,Female,Sports and travel,77.01,5,19.25,404.3,2024-05-15,17:03,Cash,269.53,33.33,134.77,8.9
INV-CDA5784D,A,New York,Normal,Female,Sports and travel,95.36,2,9.54,200.26,2024-02-18,10:00,Cash,133.5,33.34,66.76,8.0
INV-C7885927,A,New York,Normal,Female,Health and beauty,76.77,5,19.19,403.04,2024-02-17,15:52,Credit card,268.69,33.33,134.35,5.1
INV-E3C7C5B7,B,Los Angeles,Normal,Female,Food and beverages,42.61,8,17.04,357.92,2024-08-03,20:56,Cash,238.62,33.33,119.3,4.7
INV-9936CD61,C,Chicago,Member,Male,Electronic accessories,91.97,10,45.99,965.69,2024-09-04,19:43,Credit card,643.79,33.33,321.9,5.1
INV-E48C0C5F,B,Los Angeles,Normal,Male,Sports and travel,222.99,3,33.45,702.42,2024-09-04,17:07,Credit card,468.28,33.33,234.14,6.6
INV-331F97F9,A,New York,Normal,Female,Electronic accessories,145.35,9,65.41,1373.56,2024-10-22,19:14,Ewallet,915.7,33.33,457.86,9.2
INV-18CB3ED3,C,Chicago,Member,Female,Sports and travel,188.5,8,75.4,1583.4,2024-06-26,20:43,Ewallet,1055.6,33.33,527.8,6.3
INV-ED370BAC,C,Chicago,Member,Male,Sports and travel,235.23,9,105.85,2222.92,2024-08-28,17:55,Cash,1481.95,33.33,740.97,4.4
INV-2A43A049,B,Los Angeles,Normal,Male,Food and beverages,48.66,1,2.43,51.09,2024-09-16,13:35,Ewallet,34.06,33.33,17.03,6.3
INV-0F313F50,A,New York,Member,Female,Health and beauty,65.69,8,26.28,551.8,2024-02-15,17:28,Credit card,367.86,33.33,183.94,4.7
INV-1E754B4F,B,Los Angeles,Member,Male,Health and beauty,37.69,9,16.96,356.17,2024-10-08,10:52,Cash,237.45,33.33,118.72,8.8
INV-EC779A6D,C,Chicago,Normal,Male,Sports and travel,176.08,6,52.82,1109.3,2024-07-05,10:52,Cash,739.54,33.33,369.76,9.1
INV-8C00D24D,B,Los Angeles,Normal,Female,Sports and travel,126.82,2,12.68,266.32,2024-12-03,13:00,Credit card,177.55,33.33,88.77,6.1
INV-76B57433,C,Chicago,Normal,Female,Sports and travel,48.92,3,7.34,154.1,2024-09-09,12:52,Ewallet,102.73,33.34,51.37,8.5
INV-E24F898A,B,Los Angeles,Member,Female,Home and lifestyle,74.86,2,7.49,157.21,2024-07-20,13:29,Cash,104.8,33.34,52.41,8.3
INV-B8C0B8C6,A,New York,Normal,Male,Sports and travel,213.43,10,106.72,2241.02,2024-03-04,17:29,Ewallet,1494.01,33.33,747.01,7.5
INV-7810E65D,C,Chicago,Member,Female,Electronic accessories,113.12,1,5.66,118.78,2024-10-10,16:53,Ewallet,79.18,33.34,39.6,6.9
INV-E5272CD5,C,Chicago,Member,Male,Sports and travel,208.43,2,20.84,437.7,2024-07-17,20:38,Ewallet,291.8,33.33,145.9,9.3
INV-74B54226,C,Chicago,Normal,Female,Home and lifestyle,276.45,4,55.29,1161.09,2024-05-20,16:21,Credit card,774.06,33.33,387.03,6.7
INV-FD134D0F,A,New York,Member,Female,Home and lifestyle,216.0,9,97.2,2041.2,2024-06-02,18:55,Credit card,1360.8,33.33,680.4,8.3
INV-46D7AF0F,C,Chicago,Member,Male,Fashion accessories,97.38,5,24.34,511.24,2024-12-17,15:58,Ewallet,340.83,33.33,170.41,4.8
INV-7CBF9305,C,Chicago,Member,Female,Sports and travel,50.97,6,15.29,321.11,2024-10-14,17:37,Ewallet,214.07,33.33,107.04,9.7
INV-F28FB551,C,Chicago,Normal,Female,Health and beauty,66.2,9,29.79,625.59,2024-02-24,10:24,Cash,417.06,33.33,208.53,4.3
INV-0DCBB8EA,A,New York,Member,Female,Fashion accessories,147.69,5,36.92,775.37,2024-03-15,10:44,Credit card,516.91,33.33,258.46,5.2
INV-DD7E15E7,C,Chicago,Member,Female,Health and beauty,15.38,9,6.92,145.34,2024-04-24,20:35,Credit card,96.89,33.34,48.45,5.4
INV-78E7D89C,C,Chicago,Normal,Male,Health and beauty,35.9,6,10.77,226.17,2024-10-09,10:00,Ewallet,150.78,33.33,75.39,5.5
INV-5DE3F723,C,Chicago,Normal,Male,Sports and travel,183.54,6,55.06,1156.3,2024-10-28,18:47,Ewallet,770.87,33.33,385.43,5.2
INV-1ECD7F29,C,Chicago,Member,Female,Health and beauty,20.77,2,2.08,43.62,2024-04-05,12:47,Ewallet,29.08,33.33,14.54,4.7
INV-8CF3C2E8,A,New York,Normal,Female,Home and lifestyle,93.99,3,14.1,296.07,2024-10-26,14:00,Credit card,197.38,33.33,98.69,6.8
INV-AE51314A,A,New York,Member,Male,Food and beverages,31.86,10,15.93,334.53,2024-12-04,14:31,Ewallet,223.02,33.33,111.51,7.3
INV-3410BBAC,A,New York,Normal,Male,Fashion accessories,82.88,9,37.3,783.22,2024-03-22,16:34,Ewallet,522.14,33.33,261.08,6.4
INV-7F6345B5,B,Los Angeles,Member,Male,Sports and travel,99.67,6,29.9,627.92,2024-05-30,13:48,Ewallet,418.61,33.33,209.31,7.2
INV-D30E1F8A,C,Chicago,Member,Male,Sports and travel,102.85,4,20.57,431.97,2024-11-24,19:58,Ewallet,287.98,33.33,143.99,5.5
INV-00A16DBE,A,New York,Normal,Female,Electronic accessories,86.39,9,38.88,816.39,2024-05-24,10:58,Ewallet,544.26,33.33,272.13,8.9
INV-7A12BE41,B,Los Angeles,Normal,Female,Electronic accessories,69.84,4,13.97,293.33,2024-06-13,18:05,Cash,195.55,33.33,97.78,5.0
INV-89486594,C,Chicago,Member,Male,Fashion accessories,103.85,4,20.77,436.17,2024-12-16,16:53,Cash,290.78,33.33,145.39,5.2
INV-C522D296,C,Chicago,Normal,Male,Sports and travel,179.36,1,8.97,188.33,2024-08-23,15:02,Cash,125.55,33.34,62.78,4.4
INV-7005D018,A,New York,Normal,Male,Home and lifestyle,250.05,5,62.51,1312.76,2024-07-27,16:28,Ewallet,875.17,33.33,437.59,6.4
INV-096B0868,B,Los Angeles,Member,Female,Sports and travel,51.62,1,2.58,54.2,2024-11-24,19:04,Ewallet,36.13,33.34,18.07,7.5
INV-D6112D6F,C,Chicago,Member,Female,Home and lifestyle,49.72,5,12.43,261.03,2024-11-06,11:18,Credit card,174.02,33.33,87.01,6.3
INV-348F48EF,C,Chicago,Member,Female,Fashion accessories,84.69,3,12.7,266.77,2024-07-19,18:18,Ewallet,177.85,33.33,88.92,4.9
INV-069677FA,C,Chicago,Normal,Male,Home and lifestyle,264.93,3,39.74,834.53,2024-03-04,10:00,Ewallet,556.35,33.33,278.18,7.6
INV-F143C53A,C,Chicago,Member,Female,Fashion accessories,114.76,6,34.43,722.99,2024-04-18,16:57,Ewallet,481.99,33.33,241.0,9.1
INV-C63F1A12,A,New York,Member,Male,Fashion accessories,96.36,5,24.09,505.89,2024-04-09,11:11,Ewallet,337.26,33.33,168.63,8.8
INV-CF50EDF0,A,New York,Normal,Male,Food and beverages,35.23,5,8.81,184.96,2024-02-20,13:46,Ewallet,123.3,33.34,61.66,6.9
INV-73D53C4B,B,Los Angeles,Normal,Male,Sports and travel,172.48,2,17.25,362.21,2024-05-25,19:04,Cash,241.47,33.33,120.74,5.9
INV-4A26D4A7,B,Los Angeles,Normal,Female,Sports and travel,156.44,10,78.22,1642.62,2024-10-17,15:51,Credit card,1095.08,33.33,547.54,9.8
INV-71C4C0D0,A,New York,Member,Female,Fashion accessories,119.99,7,42.0,881.93,2024-05-21,15:08,Ewallet,587.95,33.33,293.98,8.4
INV-F0496186,B,Los Angeles,Normal,Female,Food and beverages,39.86,8,15.94,334.82,2024-10-09,11:11,Ewallet,223.22,33.33,111.6,7.6
INV-CB697CB0,B,Los Angeles,Member,Male,Food and beverages,38.01,2,3.8,79.82,2024-02-08,10:54,Ewallet,53.21,33.34,26.61,7.8
INV-8BE9842F,C,Chicago,Normal,Male,Electronic accessories,117.04,9,52.67,1106.03,2024-10-03,17:41,Cash,737.35,33.33,368.68,6.2
INV-E7464991,A,New York,Normal,Male,Health and beauty,44.08,2,4.41,92.57,2024-07-22,15:32,Cash,61.71,33.34,30.86,8.0
INV-E0721716,C,Chicago,Member,Male,Health and beauty,19.46,10,9.73,204.33,2024-10-16,20:55,Cash,136.22,33.33,68.11,8.4
INV-F64BE556,B,Los Angeles,Normal,Male,Fashion accessories,116.61,4,23.32,489.76,2024-02-02,14:23,Cash,326.51,33.33,163.25,4.3
INV-268B19D8,A,New York,Normal,Female,Health and beauty,74.09,1,3.7,77.79,2024-01-21,20:20,Cash,51.86,33.33,25.93,8.2
INV-0417C12C,C,Chicago,Normal,Female,Home and lifestyle,172.42,3,25.86,543.12,2024-07-11,20:24,Credit card,362.08,33.33,181.04,7.5
INV-4A45FD46,A,New York,Normal,Female,Fashion accessories,82.29,6,24.69,518.43,2024-06-25,17:50,Credit card,345.62,33.33,172.81,9.3
INV-E4BAA734,A,New York,Member,Female,Fashion accessories,42.2,9,18.99,398.79,2024-11-25,14:13,Cash,265.86,33.33,132.93,5.1
INV-8E1BD68B,B,Los Angeles,Member,Male,Health and beauty,66.4,2,6.64,139.44,2024-09-03,20:30,Credit card,92.96,33.33,46.48,5.3
INV-F2FB84D2,A,New York,Normal,Male,Fashion accessories,16.04,10,8.02,168.42,2024-10-30,12:08,Ewallet,112.28,33.33,56.14,7.1
INV-89BA1A58,C,Chicago,Member,Male,Fashion accessories,46.16,3,6.92,145.4,2024-09-21,16:38,Ewallet,96.94,33.33,48.46,7.8
INV-38894BE6,C,Chicago,Normal,Male,Fashion accessories,72.89,8,29.16,612.28,2024-09-03,12:14,Credit card,408.18,33.33,204.1,7.6
INV-7903F12A,C,Chicago,Member,Female,Fashion accessories,111.39,6,33.42,701.76,2024-08-20,19:37,Cash,467.84,33.33,233.92,5.4
INV-C7548039,B,Los Angeles,Member,Male,Electronic accessories,52.43,9,23.59,495.46,2024-12-16,16:52,Cash,330.31,33.33,165.15,7.6
INV-83E1E6C7,A,New York,Normal,Male,Home and lifestyle,160.93,2,16.09,337.95,2024-02-17,17:42,Cash,225.3,33.33,112.65,9.4
INV-BE7FBAB4,C,Chicago,Member,Female,Home and lifestyle,137.79,1,6.89,144.68,2024-12-23,18:27,Cash,96.45,33.34,48.23,9.6
INV-C1EF1C38,B,Los Angeles,Normal,Female,Home and lifestyle,245.29,10,122.65,2575.55,2024-02-20,16:08,Credit card,1717.03,33.33,858.52,6.9
INV-CD99B4B6,A,New York,Member,Female,Home and lifestyle,265.49,7,92.92,1951.35,2024-05-11,13:00,Ewallet,1300.9,33.33,650.45,8.5
INV-F4AD171F,A,New York,Member,Male,Health and beauty,55.13,6,16.54,347.32,2024-07-28,15:06,Cash,231.55,33.33,115.77,6.6
INV-B17F1989,C,Chicago,Normal,Female,Home and lifestyle,138.6,6,41.58,873.18,2024-11-09,14:43,Credit card,582.12,33.33,291.06,8.5
INV-98930205,B,Los Angeles,Normal,Male,Food and beverages,30.16,8,12.06,253.34,2024-05-09,14:36,Credit card,168.9,33.33,84.44,8.6
INV-545B26C2,B,Los Angeles,Member,Male,Sports and travel,76.7,3,11.51,241.61,2024-02-21,13:32,Credit card,161.07,33.33,80.54,8.7
INV-24729890,C,Chicago,Member,Male,Health and beauty,77.45,1,3.87,81.32,2024-02-16,12:30,Ewallet,54.21,33.34,27.11,6.6
INV-CF256288,A,New York,Normal,Male,Food and beverages,8.6,1,0.43,9.03,2024-07-15,16:39,Ewallet,6.02,33.33,3.01,7.1
INV-3DC58970,C,Chicago,Member,Male,Sports and travel,136.23,1,6.81,143.04,2024-04-13,20:59,Ewallet,95.36,33.33,47.68,5.7
INV-26FF5A34,A,New York,Member,Male,Sports and travel,33.11,4,6.62,139.06,2024-12-01,10:10,Cash,92.71,33.33,46.35,10.0
INV-25676D5E,B,Los Angeles,Normal,Female,Health and beauty,50.2,9,22.59,474.39,2024-01-08,11:58,Cash,316.26,33.33,158.13,7.3
INV-A3630A55,C,Chicago,Normal,Female,Food and beverages,15.18,4,3.04,63.76,2024-08-20,16:36,Cash,42.5,33.34,21.26,5.6
INV-A2EFF798,B,Los Angeles,Member,Male,Home and lifestyle,102.39,2,10.24,215.02,2024-09-19,14:56,Ewallet,143.35,33.33,71.67,8.9
INV-80E3072A,C,Chicago,Normal,Female,Health and beauty,48.55,4,9.71,203.91,2024-06-22,17:43,Credit card,135.94,33.33,67.97,9.4
INV-FA0481A2,A,New York,Normal,Male,Food and beverages,8.04,4,1.61,33.77,2024-12-12,13:51,Credit card,22.51,33.34,11.26,6.5
INV-0CA1105E,B,Los Angeles,Member,Female,Fashion accessories,50.22,7,17.58,369.12,2024-12-10,15:04,Ewallet,246.08,33.33,123.04,9.6
INV-CC6FD559,B,Los Angeles,Normal,Female,Fashion accessories,135.2,5,33.8,709.8,2024-04-03,20:59,Cash,473.2,33.33,236.6,7.0
INV-1C8A6FCB,A,New York,Member,Male,Food and beverages,14.31,4,2.86,60.1,2024-05-07,19:22,Cash,40.07,33.33,20.03,8.7
INV-524A6525,A,New York,Member,Female,Home and lifestyle,21.85,9,9.83,206.48,2024-01-22,17:23,Ewallet,137.66,33.33,68.82,5.9
INV-2DB73461,C,Chicago,Normal,Female,Fashion accessories,147.82,9,66.52,1396.9,2024-05-23,16:14,Ewallet,931.27,33.33,465.63,4.8
INV-C0237685,C,Chicago,Normal,Female,Home and lifestyle,29.12,6,8.74,183.46,2024-07-20,20:49,Cash,122.3,33.34,61.16,6.7
INV-25531AF8,A,New York,Normal,Female,Sports and travel,26.89,4,5.38,112.94,2024-07-13,19:06,Credit card,75.29,33.34,37.65,6.2
INV-467EEC64,B,Los Angeles,Member,Female,Fashion accessories,47.72,10,23.86,501.06,2024-06-24,15:11,Credit card,334.04,33.33,167.02,6.5
INV-01D5059B,B,Los Angeles,Normal,Female,Health and beauty,28.13,3,4.22,88.61,2024-10-19,12:36,Ewallet,59.07,33.34,29.54,5.4
INV-4D712391,A,New York,Normal,Male,Home and lifestyle,141.02,7,49.36,1036.5,2024-04-10,12:51,Ewallet,691.0,33.33,345.5,4.9
INV-C1875A50,A,New York,Member,Female,Health and beauty,17.68,9,7.96,167.08,2024-09-30,15:50,Credit card,111.38,33.34,55.7,5.8
INV-B83A6521,C,Chicago,Member,Female,Electronic accessories,142.75,1,7.14,149.89,2024-04-20,14:30,Ewallet,99.92,33.34,49.97,4.6
INV-9F02D34D,C,Chicago,Normal,Female,Food and beverages,21.21,9,9.54,200.43,2024-05-11,15:01,Credit card,133.62,33.33,66.81,4.7
INV-1ED06A51,C,Chicago,Member,Male,Food and beverages,20.98,9,9.44,198.26,2024-09-06,17:56,Cash,132.17,33.34,66.09,6.3
INV-B8C7D663,B,Los Angeles,Normal,Male,Fashion accessories,99.68,6,29.9,627.98,2024-08-03,20:39,Ewallet,418.66,33.33,209.32,6.4
INV-1736C679,A,New York,Member,Male,Food and beverages,15.27,6,4.58,96.2,2024-11-30,14:45,Credit card,64.13,33.34,32.07,7.6
INV-6761109C,B,Los Angeles,Normal,Female,Food and beverages,38.66,9,17.4,365.34,2024-08-18,16:10,Cash,243.56,33.33,121.78,9.1
INV-028C1DA0,A,New York,Member,Female,Sports and travel,182.66,2,18.27,383.59,2024-04-17,12:25,Cash,255.72,33.34,127.87,4.6
INV-8A4DE5A1,B,Los Angeles,Member,Male,Health and beauty,45.73,2,4.57,96.03,2024-02-23,14:39,Cash,64.02,33.33,32.01,4.5
INV-54D7021D,B,Los Angeles,Normal,Male,Fashion accessories,113.26,8,45.3,951.38,2024-11-16,12:08,Ewallet,634.26,33.33,317.12,9.0
INV-ABE44BD5,A,New York,Member,Female,Food and beverages,43.89,8,17.56,368.68,2024-10-03,14:35,Credit card,245.78,33.34,122.9,4.8
INV-F1C9C2C3,C,Chicago,Member,Female,Sports and travel,193.51,10,96.75,2031.85,2024-08-10,18:40,Ewallet,1354.57,33.33,677.28,7.2
INV-10478F1A,B,Los Angeles,Normal,Male,Electronic accessories,96.74,6,29.02,609.46,2024-07-30,14:09,Credit card,406.31,33.33,203.15,4.1
INV-764701BD,C,Chicago,Member,Female,Food and beverages,26.11,1,1.31,27.42,2024-12-18,17:48,Credit card,18.28,33.33,9.14,5.8
INV-2689F251,B,Los Angeles,Normal,Male,Electronic accessories,116.42,4,23.28,488.96,2024-07-29,18:27,Credit card,325.98,33.33,162.98,5.5
INV-69FC7C88,C,Chicago,Normal,Female,Fashion accessories,46.82,7,16.39,344.13,2024-11-16,13:33,Ewallet,229.42,33.33,114.71,8.8
INV-4D48937C,C,Chicago,Normal,Female,Sports and travel,192.16,5,48.04,1008.84,2024-07-30,13:54,Cash,672.56,33.33,336.28,5.1
INV-D82000CF,B,Los Angeles,Member,Female,Home and lifestyle,146.77,10,73.39,1541.09,2024-09-08,13:20,Cash,1027.39,33.33,513.7,4.9
INV-6DD8A67B,C,Chicago,Member,Male,Electronic accessories,67.19,3,10.08,211.65,2024-08-12,10:14,Cash,141.1,33.33,70.55,4.9
INV-A881ED90,B,Los Angeles,Member,Female,Health and beauty,30.43,8,12.17,255.61,2024-07-09,17:44,Cash,170.41,33.33,85.2,6.0
INV-AF9E3DEB,A,New York,Member,Female,Health and beauty,13.14,8,5.26,110.38,2024-04-02,13:57,Credit card,73.58,33.34,36.8,8.9
INV-696F3C73,A,New York,Member,Male,Health and beauty,63.53,8,25.41,533.65,2024-05-06,10:12,Credit card,355.77,33.33,177.88,8.4
INV-1CBFCEF2,A,New York,Member,Female,Health and beauty,57.06,5,14.27,299.57,2024-06-14,12:40,Ewallet,199.71,33.33,99.86,4.3
INV-FFA244E9,C,Chicago,Member,Female,Health and beauty,53.97,4,10.79,226.67,2024-07-03,10:55,Ewallet,151.12,33.33,75.55,5.3
INV-229DE7AD,A,New York,Member,Female,Food and beverages,5.68,5,1.42,29.82,2024-10-26,11:25,Cash,19.88,33.33,9.94,4.1
INV-FF8EA35C,A,New York,Normal,Male,Food and beverages,39.69,4,7.94,166.7,2024-03-21,17:05,Ewallet,111.13,33.34,55.57,7.7
INV-90C54FC5,C,Chicago,Member,Male,Food and beverages,34.01,9,15.3,321.39,2024-02-24,12:31,Cash,214.26,33.33,107.13,5.9
INV-62C74937,C,Chicago,Normal,Female,Sports and travel,68.42,7,23.95,502.89,2024-07-02,12:16,Cash,335.26,33.33,167.63,6.9
INV-80BCC56A,B,Los Angeles,Normal,Female,Fashion accessories,89.34,9,40.2,844.26,2024-06-27,15:46,Credit card,562.84,33.33,281.42,5.7
INV-30F9E4F5,C,Chicago,Member,Male,Home and lifestyle,63.41,5,15.85,332.9,2024-05-14,18:23,Credit card,221.93,33.33,110.97,4.0
INV-C2B8953E,C,Chicago,Normal,Male,Electronic accessories,129.65,6,38.9,816.8,2024-11-13,13:20,Ewallet,544.53,33.33,272.27,4.4
INV-B39DB04F,C,Chicago,Normal,Male,Home and lifestyle,211.3,9,95.09,1996.79,2024-03-19,19:18,Credit card,1331.19,33.33,665.6,6.5
INV-340F817E,B,Los Angeles,Member,Male,Home and lifestyle,204.49,1,10.22,214.71,2024-03-07,12:55,Cash,143.14,33.33,71.57,5.2
INV-E2CE3F6A,B,Los Angeles,Member,Male,Electronic accessories,120.64,7,42.22,886.7,2024-12-02,17:33,Ewallet,591.14,33.33,295.56,8.2
INV-C8304A33,B,Los Angeles,Member,Female,Fashion accessories,94.83,2,9.48,199.14,2024-01-07,13:41,Credit card,132.76,33.33,66.38,9.6
INV-AE442C1C,A,New York,Normal,Male,Food and beverages,30.11,7,10.54,221.31,2024-07-07,10:52,Ewallet,147.54,33.33,73.77,5.6
INV-7B0096C2,A,New York,Member,Female,Electronic accessories,189.75,9,85.39,1793.14,2024-02-19,11:46,Cash,1195.42,33.33,597.72,7.2
INV-F428AB51,A,New York,Member,Male,Home and lifestyle,195.09,3,29.26,614.53,2024-10-12,18:26,Ewallet,409.69,33.33,204.84,4.6
INV-1A47B484,C,Chicago,Normal,Female,Sports and travel,174.68,2,17.47,366.83,2024-03-26,12:35,Credit card,244.55,33.33,122.28,7.0
INV-16138B2E,C,Chicago,Member,Female,Food and beverages,45.61,9,20.52,431.01,2024-06-15,15:26,Ewallet,287.34,33.33,143.67,6.6
INV-0E0FDE3E,C,Chicago,Normal,Male,Home and lifestyle,172.78,7,60.47,1269.93,2024-10-08,14:23,Credit card,846.62,33.33,423.31,6.7
INV-011EEB57,B,Los Angeles,Member,Male,Food and beverages,31.81,9,14.31,300.6,2024-03-10,14:00,Credit card,200.4,33.33,100.2,9.9
INV-D5D5BE67,A,New York,Normal,Male,Sports and travel,210.03,9,94.51,1984.78,2024-09-18,18:36,Ewallet,1323.19,33.33,661.59,4.9
INV-70698A5A,A,New York,Normal,Female,Fashion accessories,29.38,6,8.81,185.09,2024-10-25,13:14,Credit card,123.4,33.33,61.69,8.9
INV-CEC45D85,A,New York,Normal,Male,Sports and travel,42.37,6,12.71,266.93,2024-09-04,12:31,Ewallet,177.95,33.33,88.98,8.2
INV-B1108BF1,A,New York,Normal,Male,Sports and travel,206.88,7,72.41,1520.57,2024-02-10,10:58,Credit card,1013.71,33.33,506.86,6.1
INV-B8615414,B,Los Angeles,Normal,Male,Fashion accessories,114.68,10,57.34,1204.14,2024-01-06,20:49,Ewallet,802.76,33.33,401.38,6.3
INV-83E1F7CD,B,Los Angeles,Member,Female,Home and lifestyle,178.18,6,53.45,1122.53,2024-09-14,13:09,Cash,748.36,33.33,374.17,8.0
INV-762DD907,B,Los Angeles,Normal,Male,Fashion accessories,70.47,7,24.66,517.95,2024-03-16,12:21,Cash,345.3,33.33,172.65,6.9
INV-32E8E2CC,C,Chicago,Member,Female,Food and beverages,8.83,9,3.97,83.44,2024-08-10,12:48,Cash,55.63,33.33,27.81,6.9
INV-F2ECD442,A,New York,Normal,Female,Sports and travel,153.55,9,69.1,1451.05,2024-11-11,18:15,Cash,967.37,33.33,483.68,4.4
INV-A5F98CE1,B,Los Angeles,Normal,Male,Electronic accessories,139.27,7,48.74,1023.63,2024-07-06,15:12,Credit card,682.42,33.33,341.21,6.1
INV-936CAB40,C,Chicago,Member,Female,Fashion accessories,148.27,10,74.14,1556.84,2024-08-14,19:09,Credit card,1037.89,33.33,518.95,4.3
INV-1C01BC21,A,New York,Member,Female,Fashion accessories,116.08,2,11.61,243.77,2024-02-27,10:15,Ewallet,162.51,33.33,81.26,9.6
